169.5	32	NAN	
169.75	32.6	NAN	
170	32.6	NAN	
170.25	32.6	NAN	
170.5	33.2	NAN	
170.75	33.2	NAN	
171	33.2	NAN	
171.25	33.2	NAN	
171.5	33.2	NAN	
171.75	32.6	NAN	
172	32.6	NAN	
172.25	32.6	NAN	
172.5	32	NAN	
172.75	31.3	NAN	
173	30.7	NAN	
173.25	30	NAN	
173.5	30	NAN	
173.75	29.4	NAN	
174	28.1	NAN	
174.25	28.1	NAN	
174.5	27.5	NAN	
174.75	27.5	NAN	
175	27.5	NAN	
175.25	26.8	NAN	
175.5	26.8	NAN	
175.75	26.2	NAN	
176	26.2	NAN	
176.25	26.2	NAN	
176.5	26.2	NAN	
176.75	26.8	NAN	
177	26.8	NAN	
177.25	27.5	NAN	
177.5	27.5	NAN	
177.75	27.5	NAN	
178	28.1	NAN	
178.25	28.1	NAN	
178.5	29.4	NAN	
178.75	29.4	NAN	
179	30	NAN	
179.25	30	NAN	
179.5	30.7	NAN	
179.75	30.7	NAN	
180	31.3	NAN	
180.25	32	NAN	
180.5	32	NAN	
180.75	32	NAN	
181	32	NAN	
181.25	32	NAN	
181.5	32	NAN	
181.75	32	NAN	
182	32	NAN	
182.25	31.3	NAN	
182.5	30.7	NAN	
182.75	30.7	NAN	
183	30	NAN	
183.25	30	NAN	
183.5	30	NAN	
183.75	29.4	NAN	
184	29.4	NAN	
184.25	28.8	NAN	
184.5	28.1	NAN	
184.75	28.1	NAN	
185	28.1	NAN	
185.25	27.5	NAN	
185.5	27.5	NAN	
185.75	27.5	NAN	
186	27.5	NAN	
186.25	27.5	NAN	
186.5	27.5	NAN	
186.75	27.5	NAN	
187	27.5	NAN	
187.25	28.1	NAN	
187.5	28.1	NAN	
187.75	28.1	NAN	
188	28.1	NAN	
188.25	28.8	NAN	
188.5	29.4	NAN	
188.75	29.4	NAN	
189	30	NAN	
189.25	30	NAN	
189.5	30	NAN	
189.75	30	NAN	
190	30.7	NAN	
190.2500667	30.7	NAN	
190.5	30.7	NAN	
190.75	30.7	NAN	
191	30.7	NAN	
191.25	30.7	NAN	
